class,eps,spearman,jaccard5,pred_preserved
BruteForce,0.05,0.6558704453441295,0.1111111111111111,False
BruteForce,0.1,0.49898785425101216,0.1111111111111111,False
BruteForce,0.01,0.22125506072874493,0.25,False
BruteForce,0.05,0.28906882591093114,0.25,False
BruteForce,0.1,0.15323886639676113,0.1111111111111111,False
BruteForce,0.01,0.6546558704453441,0.42857142857142855,False
BruteForce,0.05,0.4653846153846154,0.1111111111111111,False
BruteForce,0.1,0.4506072874493927,0.1111111111111111,False
BruteForce,0.01,0.6524291497975708,0.25,False
BruteForce,0.05,0.6854251012145749,0.25,False
BruteForce,0.1,0.475506072874494,0.25,False
BruteForce,0.01,0.5145748987854251,0.0,False
BruteForce,0.05,0.34939271255060733,0.25,False
BruteForce,0.1,0.5941295546558704,0.25,False
BruteForce,0.01,0.4593117408906883,0.1111111111111111,False
BruteForce,0.05,0.3202429149797571,0.25,False
BruteForce,0.1,0.28906882591093114,0.25,False
BruteForce,0.01,0.22955465587044535,0.25,False
BruteForce,0.05,0.3386639676113361,0.25,False
BruteForce,0.1,0.3993927125506073,0.25,False
BruteForce,0.01,0.4334008097165992,0.1111111111111111,False
BruteForce,0.05,0.4767206477732794,0.1111111111111111,False
BruteForce,0.1,0.6516194331983806,0.25,False
BruteForce,0.01,0.45769230769230773,0.25,False
BruteForce,0.05,0.5396761133603238,0.25,False
BruteForce,0.1,0.504251012145749,0.25,False
BruteForce,0.01,0.44230769230769235,0.25,False
BruteForce,0.05,0.43097165991902836,0.0,False
BruteForce,0.1,0.26093117408906885,0.25,False
BruteForce,0.01,0.6232793522267207,0.42857142857142855,False
BruteForce,0.05,0.3876518218623482,0.25,False
BruteForce,0.1,0.46882591093117415,0.42857142857142855,False
BruteForce,0.01,0.35668016194331986,0.6666666666666666,False
BruteForce,0.05,0.6746963562753037,0.25,False
BruteForce,0.1,0.41720647773279357,0.1111111111111111,False
BruteForce,0.01,0.3004048582995951,0.0,False
BruteForce,0.05,0.22064777327935223,0.0,False
BruteForce,0.1,0.43663967611336035,0.25,False
BruteForce,0.01,0.44716599190283407,0.1111111111111111,False
BruteForce,0.05,0.42813765182186236,0.25,False
BruteForce,0.1,0.4593117408906883,0.1111111111111111,False
BruteForce,0.01,0.5989878542510122,0.25,False
BruteForce,0.05,0.46761133603238864,0.25,False
BruteForce,0.1,0.25445344129554653,0.1111111111111111,False
BruteForce,0.01,0.305668016194332,0.1111111111111111,False
BruteForce,0.05,0.2866396761133604,0.0,False
BruteForce,0.1,0.39149797570850203,0.1111111111111111,False
BruteForce,0.01,0.5554655870445344,0.1111111111111111,False
BruteForce,0.05,0.5400809716599191,0.25,False
BruteForce,0.1,0.6008097165991902,0.6666666666666666,True
BruteForce,0.01,0.4497975708502025,0.0,False
BruteForce,0.05,0.40222672064777326,0.25,False
BruteForce,0.1,0.4323886639676114,0.1111111111111111,False
BruteForce,0.01,0.5034412955465587,0.25,False
BruteForce,0.05,0.5251012145748988,0.1111111111111111,False
BruteForce,0.1,0.4121457489878543,0.1111111111111111,False
BruteForce,0.01,0.3578947368421053,0.0,False
BruteForce,0.05,0.41072874493927125,0.1111111111111111,False
BruteForce,0.1,0.5437246963562753,0.25,False
BruteForce,0.01,0.6030364372469637,0.25,False
BruteForce,0.05,0.34574898785425107,0.0,False
BruteForce,0.1,0.5093117408906882,0.25,False
BruteForce,0.01,0.5107287449392712,0.25,False
BruteForce,0.05,0.4445344129554656,0.1111111111111111,False
BruteForce,0.1,0.4451417004048583,0.25,False
BruteForce,0.01,0.23421052631578948,0.1111111111111111,False
BruteForce,0.05,0.2522267206477733,0.25,False
BruteForce,0.1,0.40708502024291504,0.1111111111111111,False
BruteForce,0.01,0.5852226720647774,0.25,False
BruteForce,0.05,0.6593117408906883,0.25,False
BruteForce,0.1,0.6143023440227174,0.25,False
BruteForce,0.01,-0.12753036437246965,0.42857142857142855,False
BruteForce,0.05,0.40708502024291504,0.25,False
BruteForce,0.1,0.209919028340081,0.1111111111111111,False
BruteForce,0.01,0.45263157894736844,0.25,False
BruteForce,0.05,0.4793522267206478,0.1111111111111111,False
BruteForce,0.1,0.37874493927125513,0.25,False
BruteForce,0.01,0.7178137651821862,0.25,True
BruteForce,0.05,0.5894736842105263,0.25,False
BruteForce,0.1,0.5753036437246963,0.1111111111111111,False
BruteForce,0.01,0.2941295546558705,0.1111111111111111,False
BruteForce,0.05,0.5680161943319838,0.25,False
BruteForce,0.1,0.43825910931174095,0.25,False
BruteForce,0.01,0.5744939271255061,0.25,False
BruteForce,0.05,0.48421052631578954,0.25,False
